0,0.970318,3.031663,0.852633
1,-0.111330,2.734390,0.269138
3,0.215297,2.936422,0.341866
2,0.480311,2.596627,0.197064
0,0.967746,3.030659,0.853840
1,-0.111036,2.734175,0.271877
3,0.214729,2.935675,0.344410
2,0.479041,2.596776,0.200002
1,-0.110588,2.733847,0.276057
3,0.213856,2.934525,0.348328
0,0.963823,3.029127,0.855680
2,0.477094,2.597004,0.204504
1,-0.110285,2.733625,0.278882
0,0.961184,3.028096,0.856918
3,0.213277,2.933762,0.350927
2,0.475804,2.597155,0.207487
1,-0.109837,2.733297,0.283066
0,0.957281,3.026573,0.858749
2,0.473869,2.597382,0.211962
3,0.212408,2.932617,0.354824
1,-0.109535,2.733076,0.285883
3,0.211826,2.931851,0.357435
0,0.954642,3.025543,0.859986
2,0.472567,2.597534,0.214973
0,0.950755,3.024025,0.861810
3,0.210962,2.930713,0.361311
1,-0.109088,2.732748,0.290058
2,0.470640,2.597760,0.219429
0,0.948153,3.023010,0.863030
2,0.469355,2.597910,0.222401
1,-0.108789,2.732529,0.292843
3,0.210383,2.929951,0.363908
0,0.944260,3.021489,0.864856
2,0.467428,2.598136,0.226857
3,0.209520,2.928814,0.367780
1,-0.108342,2.732202,0.297013
0,0.941656,3.020473,0.866078
2,0.466138,2.598287,0.229839
1,-0.108043,2.731983,0.299800
3,0.208942,2.928052,0.370376
0,0.937761,3.018952,0.867905
3,0.208079,2.926915,0.374247
2,0.464209,2.598512,0.234300
1,-0.107596,2.731656,0.303972
0,0.935159,3.017937,0.869125
3,0.207502,2.926155,0.376836
2,0.462921,2.598663,0.237278
1,-0.107298,2.731437,0.306757
0,0.931268,3.016418,0.870951
3,0.206638,2.925018,0.380712
2,0.460993,2.598889,0.241737
1,-0.106851,2.731110,0.310922
0,0.928665,3.015401,0.872171
3,0.206061,2.924258,0.383300
2,0.459707,2.599040,0.244711
1,-0.106553,2.730892,0.313705
0,0.924773,3.013882,0.873997
3,0.205197,2.923120,0.387177
2,0.457779,2.599265,0.249169
1,-0.106106,2.730564,0.317874
0,0.922161,3.012862,0.875222
3,0.204617,2.922356,0.389778
2,0.456486,2.599416,0.252160
1,-0.105806,2.730345,0.320672
0,0.918263,3.011341,0.877050
2,0.454559,2.599642,0.256616
1,-0.105359,2.730018,0.324842
3,0.203750,2.921214,0.393668
1,-0.105060,2.729799,0.327629
0,0.915646,3.010319,0.878278
2,0.453265,2.599794,0.259609
3,0.203172,2.920453,0.396261
0,0.911756,3.008800,0.880103
2,0.451337,2.600019,0.264066
1,-0.104613,2.729471,0.331806
3,0.202307,2.919313,0.400141
0,0.909155,3.007785,0.881323
2,0.450050,2.600170,0.267043
3,0.201731,2.918555,0.402726
1,-0.104314,2.729252,0.334591
0,0.905259,3.006264,0.883150
3,0.200867,2.917416,0.406605
1,-0.103867,2.728925,0.338763
2,0.448117,2.600396,0.271514
0,0.901357,3.004740,0.884981
2,0.446192,2.600621,0.275963
3,0.200001,2.916276,0.410489
1,-0.103419,2.728597,0.342939
0,0.898746,3.003721,0.886205
2,0.444898,2.600773,0.278958
1,-0.103120,2.728378,0.345730
3,0.199421,2.915512,0.413090
1,-0.102675,2.728052,0.349881
0,0.894859,3.002203,0.888029
3,0.198560,2.914378,0.416951
2,0.442974,2.600998,0.283406
1,-0.102377,2.727834,0.352664
3,0.197984,2.913619,0.419537
2,0.441686,2.601149,0.286384
0,0.892248,3.001184,0.889253
0,0.888348,2.999662,0.891083
1,-0.101927,2.727504,0.356861
3,0.197111,2.912470,0.423453
2,0.439732,2.601378,0.290903
0,0.885646,2.998607,0.892350
1,-0.101617,2.727277,0.359749
3,0.196515,2.911684,0.426129
2,0.438409,2.601533,0.293962
0,0.881733,2.997079,0.894186
1,-0.101168,2.726948,0.363942
3,0.195646,2.910540,0.430026
2,0.436472,2.601759,0.298441
0,0.879119,2.996059,0.895412
1,-0.100866,2.726727,0.366756
3,0.195061,2.909769,0.432652
2,0.435164,2.601912,0.301468
1,-0.100418,2.726398,0.370939
0,0.875188,2.994524,0.897255
3,0.194194,2.908628,0.436539
2,0.433234,2.602138,0.305930
0,0.872579,2.993506,0.898479
1,-0.100119,2.726179,0.373732
3,0.193613,2.907863,0.439145
2,0.431945,2.602289,0.308910
0,0.868673,2.991981,0.900311
3,0.192750,2.906725,0.443020
2,0.430011,2.602516,0.313383
1,-0.099669,2.725851,0.377922
0,0.866072,2.990965,0.901531
3,0.192172,2.905965,0.445610
2,0.428723,2.602667,0.316360
1,-0.099371,2.725632,0.380706
0,0.862181,2.989446,0.903357
3,0.191310,2.904829,0.449481
1,-0.098924,2.725305,0.384873
2,0.426794,2.602892,0.320822
3,0.190732,2.904067,0.452074
0,0.859569,2.988426,0.904582
1,-0.098625,2.725086,0.387662
2,0.425505,2.603043,0.323803
0,0.855676,2.986907,0.906408
3,0.189865,2.902926,0.455961
2,0.423575,2.603269,0.328265
1,-0.098177,2.724758,0.391843
3,0.189288,2.902166,0.458551
0,0.853060,2.985886,0.907635
2,0.421643,2.603495,0.332733
1,-0.097730,2.724430,0.396017
3,0.188417,2.901019,0.462457
0,0.849144,2.984357,0.909472
2,0.420342,2.603648,0.335743
1,-0.097428,2.724209,0.398832
3,0.187840,2.900258,0.465049
0,0.846534,2.983338,0.910696
2,0.418412,2.603873,0.340204
1,-0.096981,2.723882,0.403004
3,0.186975,2.899119,0.468928
0,0.842638,2.981817,0.912523
1,-0.096683,2.723663,0.405784
2,0.417124,2.604024,0.343184
3,0.186110,2.897981,0.472807
0,0.838741,2.980296,0.914351
1,-0.096236,2.723336,0.409956
2,0.415195,2.604250,0.347645
3,0.185533,2.897220,0.475399
0,0.836131,2.979277,0.915575
1,-0.095936,2.723117,0.412749
2,0.413903,2.604401,0.350631
3,0.184667,2.896080,0.479281
0,0.832238,2.977757,0.917402
1,-0.095490,2.722789,0.416917
2,0.411976,2.604627,0.355089
3,0.184090,2.895320,0.481869
0,0.829638,2.976742,0.918621
1,-0.095191,2.722571,0.419700
2,0.410689,2.604778,0.358064
3,0.183227,2.894182,0.485745
0,0.825743,2.975221,0.920448
1,-0.094744,2.722244,0.423869
2,0.408760,2.605003,0.362525
3,0.182649,2.893421,0.488338
0,0.823137,2.974204,0.921670
1,-0.094445,2.722024,0.426660
2,0.407470,2.605155,0.365509
3,0.181784,2.892282,0.492219
0,0.819242,2.972683,0.923497
2,0.405545,2.605380,0.369960
1,-0.093999,2.721697,0.430828
3,0.181204,2.891518,0.494820
2,0.404251,2.605531,0.372951
1,-0.093699,2.721478,0.433626
0,0.816622,2.971660,0.924726
3,0.180343,2.890384,0.498684
2,0.402330,2.605756,0.377394
1,-0.093253,2.721151,0.437780
0,0.812740,2.970145,0.926547
3,0.179765,2.889624,0.501273
2,0.401043,2.605907,0.380370
1,-0.092955,2.720933,0.440563
0,0.810142,2.969130,0.927766
3,0.178901,2.888486,0.505149
2,0.399115,2.606133,0.384829
1,-0.092508,2.720606,0.444732
0,0.806246,2.967609,0.929594
3,0.178324,2.887726,0.507738
2,0.397828,2.606283,0.387805
1,-0.092210,2.720387,0.447515
0,0.803646,2.966594,0.930813
3,0.177460,2.886588,0.511615
2,0.395899,2.606509,0.392265
1,-0.091763,2.720060,0.451686
0,0.799750,2.965073,0.932641
3,0.176883,2.885827,0.514206
2,0.394611,2.606660,0.395244
1,-0.091464,2.719841,0.454471
0,0.797138,2.964054,0.933866
2,0.392678,2.606886,0.399714
3,0.176014,2.884683,0.518101
1,-0.091016,2.719513,0.458654
0,0.793240,2.962532,0.935694
2,0.391392,2.607037,0.402688
3,0.175437,2.883923,0.520691
1,-0.090717,2.719294,0.461440
0,0.790637,2.961516,0.936915
2,0.389464,2.607262,0.407147
3,0.174574,2.882786,0.524565
1,-0.090271,2.718967,0.465604
0,0.786747,2.959997,0.938740
2,0.388178,2.607413,0.410121
3,0.173997,2.882026,0.527153
1,-0.089973,2.718749,0.468388
0,0.784145,2.958982,0.939960
2,0.386243,2.607640,0.414595
3,0.173128,2.880882,0.531049
1,-0.089519,2.718416,0.472621
0,0.780186,2.957436,0.941818
3,0.172542,2.880110,0.533678
2,0.384930,2.607793,0.417631
1,-0.089220,2.718198,0.475409
0,0.776294,2.955916,0.943643
3,0.171678,2.878972,0.537555
2,0.383000,2.608019,0.422094
1,-0.088773,2.717870,0.479580
0,0.773690,2.954900,0.944864
3,0.171101,2.878212,0.540144
2,0.381714,2.608170,0.425068
1,-0.088475,2.717652,0.482363
0,0.769795,2.953379,0.946692
3,0.170237,2.877074,0.544021
2,0.379785,2.608395,0.429529
1,-0.088028,2.717324,0.486532
0,0.767196,2.952364,0.947911
3,0.169369,2.875931,0.547916
1,-0.087580,2.716996,0.490711
2,0.377851,2.608622,0.434001
0,0.763279,2.950835,0.949748
3,0.168793,2.875172,0.550500
1,-0.087282,2.716778,0.493493
2,0.376563,2.608773,0.436980
0,0.760689,2.949824,0.950963
3,0.167929,2.874034,0.554375
1,-0.086835,2.716451,0.497662
2,0.374635,2.608998,0.441439
0,0.756794,2.948303,0.952790
3,0.167352,2.873273,0.556966
1,-0.086536,2.716232,0.500445
2,0.373349,2.609149,0.444413
0,0.754191,2.947288,0.954010
3,0.166487,2.872134,0.560846
1,-0.086089,2.715904,0.504621
2,0.371417,2.609375,0.448880
0,0.750293,2.945766,0.955839
3,0.165909,2.871374,0.563438
1,-0.085790,2.715685,0.507409
2,0.370128,2.609526,0.451861
0,0.747688,2.944749,0.957061
3,0.165045,2.870235,0.567316
1,-0.085343,2.715358,0.511576
2,0.368201,2.609751,0.456317
0,0.743796,2.943229,0.958887
3,0.164468,2.869475,0.569905
1,-0.085045,2.715140,0.514359
2,0.366913,2.609902,0.459295
0,0.741172,2.942205,0.960117
3,0.163598,2.868330,0.573804
2,0.364976,2.610129,0.463774
1,-0.084595,2.714810,0.518555
0,0.737279,2.940685,0.961943
3,0.163022,2.867571,0.576390
2,0.363690,2.610280,0.466747
1,-0.084297,2.714592,0.521335
0,0.734682,2.939671,0.963162
3,0.162157,2.866432,0.580269
2,0.361761,2.610505,0.471210
1,-0.083850,2.714265,0.525509
0,0.730782,2.938148,0.964991
3,0.161581,2.865674,0.582854
2,0.360477,2.610656,0.474179
1,-0.083552,2.714047,0.528284
0,0.728191,2.937137,0.966206
3,0.160718,2.864536,0.586728
2,0.358549,2.610882,0.478638
1,-0.083105,2.713719,0.532455
0,0.724294,2.935616,0.968035
3,0.160141,2.863776,0.589317
2,0.357262,2.611032,0.481613
1,-0.082807,2.713501,0.535237
0,0.721695,2.934601,0.969254
3,0.159277,2.862638,0.593192
2,0.355336,2.611257,0.486067
1,-0.082361,2.713174,0.539402
0,0.717803,2.933082,0.971079
3,0.158700,2.861879,0.595779
2,0.354048,2.611408,0.489045
1,-0.082062,2.712955,0.542187
0,0.715202,2.932066,0.972299
3,0.157837,2.860741,0.599654
2,0.352123,2.611634,0.493497
1,-0.081616,2.712628,0.546350
0,0.711313,2.930548,0.974123
3,0.157260,2.859982,0.602240
2,0.350835,2.611784,0.496476
1,-0.081317,2.712409,0.549136
0,0.708710,2.929532,0.975344
3,0.156396,2.858844,0.606117
2,0.348909,2.612010,0.500930
1,-0.080871,2.712083,0.553301
0,0.704819,2.928013,0.977169
3,0.155820,2.858085,0.608702
2,0.347624,2.612160,0.503901
1,-0.080573,2.711865,0.556078
0,0.702224,2.927000,0.978387
3,0.154957,2.856948,0.612574
2,0.345698,2.612386,0.508355
1,-0.080127,2.711538,0.560244
0,0.698334,2.925481,0.980211
3,0.154381,2.856190,0.615158
2,0.344413,2.612536,0.511327
1,-0.079680,2.711211,0.564408
0,0.694443,2.923962,0.982036
3,0.153517,2.855052,0.619033
2,0.342486,2.612762,0.515783
0,0.691847,2.922948,0.983254
1,-0.079382,2.710992,0.567192
3,0.152941,2.854293,0.621618
2,0.341200,2.612912,0.518756
0,0.687952,2.921428,0.985081
1,-0.078935,2.710665,0.571361
3,0.152077,2.853155,0.625496
2,0.339272,2.613138,0.523216
0,0.685354,2.920414,0.986300
1,-0.078637,2.710447,0.574142
3,0.151500,2.852396,0.628082
2,0.337346,2.613363,0.527669
0,0.681463,2.918895,0.988125
1,-0.078190,2.710120,0.578307
3,0.150637,2.851258,0.631957
2,0.336059,2.613514,0.530645
0,0.678863,2.917880,0.989344
1,-0.077892,2.709901,0.581090
3,0.149773,2.850120,0.635833
2,0.334132,2.613740,0.535102
0,0.674969,2.916359,0.991171
1,-0.077445,2.709574,0.585259
3,0.149196,2.849360,0.638421
2,0.332845,2.613890,0.538078
0,0.672370,2.915345,0.992390
1,-0.077147,2.709356,0.588040
3,0.148332,2.848223,0.642296
2,0.330918,2.614116,0.542533
0,0.668477,2.913825,0.994216
1,-0.076701,2.709028,0.592207
3,0.147755,2.847463,0.644884
2,0.329631,2.614266,0.545509
0,0.665878,2.912810,0.995435
1,-0.076402,2.708810,0.594990
3,0.146892,2.846325,0.648759
2,0.327704,2.614492,0.549966
0,0.661984,2.911290,0.997262
1,-0.075956,2.708483,0.599157
3,0.146315,2.845566,0.651347
2,0.326418,2.614643,0.552940
0,0.659387,2.910276,0.998480
1,-0.075658,2.708265,0.601937
3,0.145451,2.844429,0.655219
2,0.324491,2.614868,0.557394
0,0.655495,2.908757,1.000306
1,-0.075211,2.707937,0.606104
3,0.144875,2.843669,0.657806
2,0.323205,2.615019,0.560370
0,0.652896,2.907742,1.001524
1,-0.074913,2.707719,0.608885
2,0.321281,2.615244,0.564819
3,0.144011,2.842531,0.661682
0,0.649005,2.906223,1.003349
1,-0.074466,2.707392,0.613051
2,0.319993,2.615395,0.567798
3,0.143433,2.841769,0.664277
0,0.646398,2.905205,1.004573
1,-0.074167,2.707173,0.615843
2,0.318062,2.615621,0.572262
0,0.642507,2.903687,1.006398
3,0.142568,2.840631,0.668157
1,-0.073720,2.706846,0.620010
2,0.316775,2.615772,0.575239
0,0.639904,2.902670,1.007618
3,0.141990,2.839870,0.670747
1,-0.073422,2.706627,0.622796
2,0.314847,2.615997,0.579696
0,0.636014,2.901151,1.009443
3,0.141127,2.838732,0.674622
1,-0.072975,2.706300,0.626961
2,0.313559,2.616148,0.582675
0,0.633407,2.900134,1.010666
3,0.140549,2.837971,0.677215
1,-0.072676,2.706081,0.629749
2,0.311630,2.616374,0.587135
3,0.139684,2.836833,0.681094
0,0.629512,2.898613,1.012493
1,-0.072226,2.705751,0.633954
3,0.139101,2.836064,0.683711
2,0.310322,2.616527,0.590160
0,0.626870,2.897582,1.013732
1,-0.071778,2.705423,0.638130
3,0.138236,2.834925,0.687591
0,0.622970,2.896060,1.015561
2,0.308395,2.616753,0.594618
1,-0.071479,2.705204,0.640922
3,0.137658,2.834163,0.690186
0,0.620372,2.895045,1.016780
2,0.307103,2.616904,0.597605
1,-0.071032,2.704877,0.645087
3,0.136794,2.833026,0.694060
0,0.616477,2.893524,1.018607
2,0.305175,2.617130,0.602064
1,-0.070734,2.704659,0.647872
3,0.136217,2.832266,0.696650
0,0.613876,2.892509,1.019827
2,0.303884,2.617281,0.605049
1,-0.070285,2.704330,0.652056
3,0.135350,2.831124,0.700540
0,0.609969,2.890984,1.021660
2,0.301954,2.617507,0.609513
1,-0.069987,2.704112,0.654837
0,0.607370,2.889969,1.022879
3,0.134772,2.830363,0.703131
2,0.300021,2.617733,0.613982
